0,0.5,2,0.316047
0,0.5,4,0.33817
0,0.5,8,0.338168
0,1,2,0.548059
0,1,4,0.632102
0,1,8,0.632548
0.111111,0.5,2,0.20494
0.111111,0.5,4,0.227079
0.111111,0.5,8,0.227108
0.111111,1,2,0.436948
0.111111,1,4,0.520992
0.111111,1,8,0.521439
0.222222,0.5,2,0.095887
0.222222,0.5,4,0.118755
0.222222,0.5,8,0.118796
0.222222,1,2,0.325837
0.222222,1,4,0.409881
0.222222,1,8,0.410328
0.333333,0.5,2,0.0285188
0.333333,0.5,4,0.0492908
0.333333,0.5,8,0.049374
0.333333,1,2,0.214726
0.333333,1,4,0.29877
0.333333,1,8,0.299217
0.444444,0.5,2,0.00193415
0.444444,0.5,4,0.0134672
0.444444,0.5,8,0.0135657
0.444444,1,2,0.108167
0.444444,1,4,0.191774
0.444444,1,8,0.192349
0.555556,0.5,2,-6.96075e-10
0.555556,0.5,4,0.000427436
0.555556,0.5,8,0.000461101
0.555556,1,2,0.0376865
0.555556,1,4,0.112027
0.555556,1,8,0.112861
0.666667,0.5,2,-1.80719e-09
0.666667,0.5,4,-8.57065e-10
0.666667,0.5,8,-8.45746e-10
0.666667,1,2,0.00405732
0.666667,1,4,0.0570376
0.666667,1,8,0.0580489
0.777778,0.5,2,-2.9183e-09
0.777778,0.5,4,-1.96818e-09
0.777778,0.5,8,-1.95686e-09
0.777778,1,2,-5.63788e-10
0.777778,1,4,0.022024
0.777778,1,8,0.0230179
0.888889,0.5,2,-4.02941e-09
0.888889,0.5,4,-3.07929e-09
0.888889,0.5,8,-3.06797e-09
0.888889,1,2,-1.6749e-09
0.888889,1,4,0.0038681
0.888889,1,8,0.00450571
1,0.5,2,-5.14052e-09
1,0.5,4,-4.1904e-09
1,0.5,8,-4.17908e-09
1,1,2,-2.78601e-09
1,1,4,-2.81118e-10
1,1,8,-1.91082e-10
